groupid,groupname,topics_id,topic_name
19198689,Serverless NYC,15582,Web Development
19198689,Serverless NYC,20479,Virtualization
19198689,Serverless NYC,48471,Computer programming
19198689,Serverless NYC,87614,DevOps
19198689,Serverless NYC,166000,Continuous Delivery
19198689,Serverless NYC,1504699,Microservices
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),242,Fitness
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),1273,New In Town
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),3340,Pick-Up Soccer
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),10451,Sports and Recreation
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),10581,Social
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),15046,Outdoors
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),15826,Indoor Soccer
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),20557,Coed Soccer
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),24518,Pick-Up Soccer (Summer)
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),25375,Exercise
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),25390,Futbol
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),55106,Watching Soccer
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),60445,Men's Soccer
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),102372,FIFA World Cup
1473241,MANHATTAN-INTERNATIONAL-COED-SOCCER (NY-City Soccer Games),148312,Play pickup Soccer
4169292,NY Hardware Start-up,682,Robotics
4169292,NY Hardware Start-up,9696,New Technology
4169292,NY Hardware Start-up,18813,Hardware Engineering
4169292,NY Hardware Start-up,19882,Entrepreneurship
4169292,NY Hardware Start-up,21681,Startup Businesses
4169292,NY Hardware Start-up,43887,Makers
4169292,NY Hardware Start-up,67098,Gadget Lovers
4169292,NY Hardware Start-up,86985,Hardware
4169292,NY Hardware Start-up,101438,Makerspaces
4169292,NY Hardware Start-up,164824,Hardware Hacks & Gadgeteering
4169292,NY Hardware Start-up,403852,Open Source Hardware
4169292,NY Hardware Start-up,1016452,Hardware Startups
14675942,"New York Finance, Trading & Banking Meetup",1307,Investing
14675942,"New York Finance, Trading & Banking Meetup",3880,Professional Development
14675942,"New York Finance, Trading & Banking Meetup",10209,Web Technology
14675942,"New York Finance, Trading & Banking Meetup",15497,Women Entrepreneurs
14675942,"New York Finance, Trading & Banking Meetup",15720,Professional Networking
14675942,"New York Finance, Trading & Banking Meetup",16165,Real Estate Investors
14675942,"New York Finance, Trading & Banking Meetup",17234,Stock Trading
14675942,"New York Finance, Trading & Banking Meetup",17635,Business Strategy
14675942,"New York Finance, Trading & Banking Meetup",18341,Financial Education
14675942,"New York Finance, Trading & Banking Meetup",19882,Entrepreneurship
14675942,"New York Finance, Trading & Banking Meetup",21681,Startup Businesses
14675942,"New York Finance, Trading & Banking Meetup",22467,Finance
14675942,"New York Finance, Trading & Banking Meetup",38968,Venture Capital
14675942,"New York Finance, Trading & Banking Meetup",52818,Investment Banking
28980422,Down the Rabbit Hole: Exploring Distributed Systems,456,Artificial Intelligence
28980422,Down the Rabbit Hole: Exploring Distributed Systems,1064,Python
28980422,Down the Rabbit Hole: Exploring Distributed Systems,3833,Software Development
28980422,Down the Rabbit Hole: Exploring Distributed Systems,9696,New Technology
28980422,Down the Rabbit Hole: Exploring Distributed Systems,10579,Technology
28980422,Down the Rabbit Hole: Exploring Distributed Systems,15582,Web Development
28980422,Down the Rabbit Hole: Exploring Distributed Systems,18062,Big Data
28980422,Down the Rabbit Hole: Exploring Distributed Systems,21506,Database Development
28980422,Down the Rabbit Hole: Exploring Distributed Systems,48471,Computer programming
28980422,Down the Rabbit Hole: Exploring Distributed Systems,108403,Technology Startups
28980422,Down the Rabbit Hole: Exploring Distributed Systems,113032,Distributed Systems
28980422,Down the Rabbit Hole: Exploring Distributed Systems,193021,Graph Databases
28980422,Down the Rabbit Hole: Exploring Distributed Systems,383411,Big Data Analytics
28980422,Down the Rabbit Hole: Exploring Distributed Systems,586642,distributed computing
28980422,Down the Rabbit Hole: Exploring Distributed Systems,665172,Messaging systems
1810078,Dharma Drink: the hangout for Buddhists (& like minded),244,Yoga
1810078,Dharma Drink: the hangout for Buddhists (& like minded),1273,New In Town
1810078,Dharma Drink: the hangout for Buddhists (& like minded),1322,Meditation
1810078,Dharma Drink: the hangout for Buddhists (& like minded),3336,Self-Improvement
1810078,Dharma Drink: the hangout for Buddhists (& like minded),4417,Consciousness
1810078,Dharma Drink: the hangout for Buddhists (& like minded),7319,Museum
1810078,Dharma Drink: the hangout for Buddhists (& like minded),8702,Life Transformation
1810078,Dharma Drink: the hangout for Buddhists (& like minded),10447,Creative Circle
1810078,Dharma Drink: the hangout for Buddhists (& like minded),10581,Social
1810078,Dharma Drink: the hangout for Buddhists (& like minded),17658,Spiritual Growth
1810078,Dharma Drink: the hangout for Buddhists (& like minded),20060,Entrepreneur Networking
1810078,Dharma Drink: the hangout for Buddhists (& like minded),21681,Startup Businesses
1810078,Dharma Drink: the hangout for Buddhists (& like minded),29158,Self Exploration
1810078,Dharma Drink: the hangout for Buddhists (& like minded),40822,Buddhist Philosophy
1810078,Dharma Drink: the hangout for Buddhists (& like minded),128602,Buddhist
1235637,Alternative to the Bar,242,Fitness
1235637,Alternative to the Bar,373,Bowling
1235637,Alternative to the Bar,498,Singles
1235637,Alternative to the Bar,1201,Watching Movies
1235637,Alternative to the Bar,1273,New In Town
1235637,Alternative to the Bar,4422,Social Networking
1235637,Alternative to the Bar,7319,Museum
1235637,Alternative to the Bar,10581,Social
1235637,Alternative to the Bar,15046,Outdoors
1235637,Alternative to the Bar,18528,Foodie
1235637,Alternative to the Bar,19585,Board Games
1235637,Alternative to the Bar,23027,Art Galleries
1235637,Alternative to the Bar,40126,Game Night
1235637,Alternative to the Bar,64867,Local Activities
1288318,New York Soccer Project's Pick-Up,242,Fitness
1288318,New York Soccer Project's Pick-Up,947,Soccer
1288318,New York Soccer Project's Pick-Up,3340,Pick-Up Soccer
1288318,New York Soccer Project's Pick-Up,7277,European Football
1288318,New York Soccer Project's Pick-Up,10451,Sports and Recreation
1288318,New York Soccer Project's Pick-Up,15046,Outdoors
1288318,New York Soccer Project's Pick-Up,15672,Outdoor  Fitness
1288318,New York Soccer Project's Pick-Up,18775,Experienced Soccer Players
1288318,New York Soccer Project's Pick-Up,20557,Coed Soccer
1288318,New York Soccer Project's Pick-Up,24517,Outdoor Soccer
1288318,New York Soccer Project's Pick-Up,25390,Futbol
1288318,New York Soccer Project's Pick-Up,33603,women's soccer
3065632,Cuban Salsa New York,130,Latin Music
3065632,Cuban Salsa New York,1122,Salsa
3065632,Cuban Salsa New York,10581,Social
3065632,Cuban Salsa New York,16809,New York City
3065632,Cuban Salsa New York,17571,Dancing
3065632,Cuban Salsa New York,17993,Latin Dance
3065632,Cuban Salsa New York,19146,Dance Lessons
3065632,Cuban Salsa New York,20160,Bachata
3065632,Cuban Salsa New York,20216,Merengue
3065632,Cuban Salsa New York,25375,Exercise
3065632,Cuban Salsa New York,39135,Salsa Dance Lessons
3065632,Cuban Salsa New York,59363,Salsa Cubana Y Rueda De Casino
3065632,Cuban Salsa New York,74736,Latino Culture
3065632,Cuban Salsa New York,87495,Cuban Music
3065632,Cuban Salsa New York,120760,African Cuban Rhythms & Dance
7890972,fat cat FAB LAB,85,Science
7890972,fat cat FAB LAB,563,Open Source
7890972,fat cat FAB LAB,682,Robotics
7890972,fat cat FAB LAB,7203,Education & Technology
7890972,fat cat FAB LAB,7848,Electronics
7890972,fat cat FAB LAB,10099,Crafts
7890972,fat cat FAB LAB,10296,Women in Technology
7890972,fat cat FAB LAB,16902,Renewable Energy
7890972,fat cat FAB LAB,19882,Entrepreneurship
7890972,fat cat FAB LAB,23538,Green Entrepreneurs
7890972,fat cat FAB LAB,39012,Arduino
7890972,fat cat FAB LAB,43887,Makers
7890972,fat cat FAB LAB,101438,Makerspaces
7890972,fat cat FAB LAB,108403,Technology Startups
7890972,fat cat FAB LAB,114528,3D Printing
9513972,FREE or inexpensive things to do in New York City,242,Fitness
9513972,FREE or inexpensive things to do in New York City,498,Singles
9513972,FREE or inexpensive things to do in New York City,1273,New In Town
9513972,FREE or inexpensive things to do in New York City,3336,Self-Improvement
9513972,FREE or inexpensive things to do in New York City,4392,Nightlife
9513972,FREE or inexpensive things to do in New York City,4422,Social Networking
9513972,FREE or inexpensive things to do in New York City,10306,Wellness
9513972,FREE or inexpensive things to do in New York City,10581,Social
9513972,FREE or inexpensive things to do in New York City,15046,Outdoors
9513972,FREE or inexpensive things to do in New York City,15117,Fun Times
9513972,FREE or inexpensive things to do in New York City,17555,Sports and Socials
9513972,FREE or inexpensive things to do in New York City,18528,Foodie
9513972,FREE or inexpensive things to do in New York City,20221,Healthy Living
9513972,FREE or inexpensive things to do in New York City,25375,Exercise
5314302,Hacker Hours,189,Java
5314302,Hacker Hours,405,Unix
5314302,Hacker Hours,563,Open Source
5314302,Hacker Hours,1040,Ruby
5314302,Hacker Hours,1064,Python
5314302,Hacker Hours,1973,CSS
5314302,Hacker Hours,3833,Software Development
5314302,Hacker Hours,7029,JavaScript
5314302,Hacker Hours,10579,Technology
5314302,Hacker Hours,15582,Web Development
5314302,Hacker Hours,20837,Ruby On Rails
5314302,Hacker Hours,21123,Hacking
5314302,Hacker Hours,48471,Computer programming
5314302,Hacker Hours,53518,HTML
5314302,Hacker Hours,90286,Social Coding
18657546,Founders Friday NYC,17635,Business Strategy
18657546,Founders Friday NYC,19882,Entrepreneurship
18657546,Founders Friday NYC,20060,Entrepreneur Networking
18657546,Founders Friday NYC,21681,Startup Businesses
25807796,NY Legal Tech Meetup,404,Law & Technology
25807796,NY Legal Tech Meetup,1954,Innovation
25807796,NY Legal Tech Meetup,10209,Web Technology
25807796,NY Legal Tech Meetup,18360,Lawyers
25807796,NY Legal Tech Meetup,18368,Law
25807796,NY Legal Tech Meetup,18696,Legal and Business
25807796,NY Legal Tech Meetup,34082,Legal Professionals
25807796,NY Legal Tech Meetup,42295,Legal Networking
25807796,NY Legal Tech Meetup,108403,Technology Startups
25807796,NY Legal Tech Meetup,1512578,Legal tech
477112,"""New York Creative Socials""",173,Musicians
477112,"""New York Creative Socials""",206,Digital Photography
477112,"""New York Creative Socials""",223,Photography
477112,"""New York Creative Socials""",226,Acting
477112,"""New York Creative Socials""",498,Singles
477112,"""New York Creative Socials""",1273,New In Town
477112,"""New York Creative Socials""",1502,Art
477112,"""New York Creative Socials""",1924,Fashion Industry
477112,"""New York Creative Socials""",4422,Social Networking
477112,"""New York Creative Socials""",10306,Wellness
477112,"""New York Creative Socials""",15405,Business Referral Networking
477112,"""New York Creative Socials""",16573,Artists
477112,"""New York Creative Socials""",16728,Writing
477112,"""New York Creative Socials""",17558,Performing Arts
477112,"""New York Creative Socials""",17635,Business Strategy
477112,"""New York Creative Socials""",19882,Entrepreneurship
477112,"""New York Creative Socials""",23274,Theater
1699696,Long Island Co-Ed Soccer Club,947,Soccer
1699696,Long Island Co-Ed Soccer Club,3340,Pick-Up Soccer
1699696,Long Island Co-Ed Soccer Club,10451,Sports and Recreation
1699696,Long Island Co-Ed Soccer Club,20557,Coed Soccer
1699696,Long Island Co-Ed Soccer Club,25390,Futbol
27090303,CUNY Civic Meetup,17619,Open Government
27090303,CUNY Civic Meetup,20727,Community Building
27090303,CUNY Civic Meetup,37181,Civic Engagement
27090303,CUNY Civic Meetup,45265,Civic Responsibility
27090303,CUNY Civic Meetup,60043,Open Data
27090303,CUNY Civic Meetup,100678,Civic Action
27090303,CUNY Civic Meetup,343171,Civics Education
27090303,CUNY Civic Meetup,728662,Civic Engagement & Technology
27090303,CUNY Civic Meetup,1411082,CUNY
27090303,CUNY Civic Meetup,1508636,Civic Tech
18584762,JAMstack NYC,563,Open Source
18584762,JAMstack NYC,1973,CSS
18584762,JAMstack NYC,9696,New Technology
18584762,JAMstack NYC,10102,Internet Professionals
18584762,JAMstack NYC,10209,Web Technology
18584762,JAMstack NYC,15582,Web Development
18584762,JAMstack NYC,28990,CMS (Content Management Systems)
18584762,JAMstack NYC,78565,HTML5
18584762,JAMstack NYC,100479,Front-end Development
18584762,JAMstack NYC,1510203,GraphQL
18584762,JAMstack NYC,1513059,React
18584762,JAMstack NYC,1516566,GatsbyJS
19561886,Downtown Pickup Soccer,3340,Pick-Up Soccer
19561886,Downtown Pickup Soccer,4422,Social Networking
19561886,Downtown Pickup Soccer,15672,Outdoor  Fitness
19561886,Downtown Pickup Soccer,17555,Sports and Socials
19561886,Downtown Pickup Soccer,18775,Experienced Soccer Players
19561886,Downtown Pickup Soccer,20557,Coed Soccer
19561886,Downtown Pickup Soccer,24517,Outdoor Soccer
19561886,Downtown Pickup Soccer,25390,Futbol
19561886,Downtown Pickup Soccer,25732,NYC Soccer
19561886,Downtown Pickup Soccer,33603,women's soccer
19561886,Downtown Pickup Soccer,60445,Men's Soccer
19561886,Downtown Pickup Soccer,111890,Footy
19561886,Downtown Pickup Soccer,314031,Excercise and Fitness
19561886,Downtown Pickup Soccer,315441,Pick -up Futbol
19561886,Downtown Pickup Soccer,709522,Mens Pick Up Soccer
4119282,First Touch FC: Morning soccer in Williamsburg,947,Soccer
4119282,First Touch FC: Morning soccer in Williamsburg,3340,Pick-Up Soccer
4119282,First Touch FC: Morning soccer in Williamsburg,7277,European Football
4119282,First Touch FC: Morning soccer in Williamsburg,15046,Outdoors
4119282,First Touch FC: Morning soccer in Williamsburg,18775,Experienced Soccer Players
4119282,First Touch FC: Morning soccer in Williamsburg,20557,Coed Soccer
4119282,First Touch FC: Morning soccer in Williamsburg,24517,Outdoor Soccer
4119282,First Touch FC: Morning soccer in Williamsburg,24518,Pick-Up Soccer (Summer)
4119282,First Touch FC: Morning soccer in Williamsburg,25390,Futbol
4119282,First Touch FC: Morning soccer in Williamsburg,39441,Early Morning Soccer
4119282,First Touch FC: Morning soccer in Williamsburg,131178,Recreational Sports
4576312,NYC PyLadies,417,Web Standards
4576312,NYC PyLadies,563,Open Source
4576312,NYC PyLadies,659,Web Design
4576312,NYC PyLadies,1064,Python
4576312,NYC PyLadies,3833,Software Development
4576312,NYC PyLadies,10102,Internet Professionals
4576312,NYC PyLadies,10209,Web Technology
4576312,NYC PyLadies,15582,Web Development
4576312,NYC PyLadies,48471,Computer programming
4576312,NYC PyLadies,357041,PyLadies
1796913,I Meditate NY,244,Yoga
1796913,I Meditate NY,1079,Depression
1796913,I Meditate NY,1322,Meditation
1796913,I Meditate NY,3336,Self-Improvement
1796913,I Meditate NY,10290,Spirituality
1796913,I Meditate NY,10306,Wellness
1796913,I Meditate NY,10581,Social
1796913,I Meditate NY,17075,Stress Relief
1796913,I Meditate NY,17150,Alternative Medicine
1796913,I Meditate NY,22322,Nonviolence
1796913,I Meditate NY,29158,Self Exploration
1796913,I Meditate NY,38757,Self-Empowerment
1796913,I Meditate NY,52157,Free in New York City
1796913,I Meditate NY,54505,Art of Living
1697653,NYC Film and TV Production,382,Film Industry
1697653,NYC Film and TV Production,1855,Television Production
1697653,NYC Film and TV Production,10269,Entertainment Industry
1697653,NYC Film and TV Production,15972,Post Production
1697653,NYC Film and TV Production,18148,Video Editing
1697653,NYC Film and TV Production,30987,Visual Effects
1697653,NYC Film and TV Production,75329,Audio for Post Production
1697653,NYC Film and TV Production,1162242,Video and computer animation
9491072,Founder Institute New York: Startup Founder 101,659,Web Design
9491072,Founder Institute New York: Startup Founder 101,9696,New Technology
9491072,Founder Institute New York: Startup Founder 101,10209,Web Technology
9491072,Founder Institute New York: Startup Founder 101,10579,Technology
9491072,Founder Institute New York: Startup Founder 101,15497,Women Entrepreneurs
9491072,Founder Institute New York: Startup Founder 101,15582,Web Development
9491072,Founder Institute New York: Startup Founder 101,16809,New York City
9491072,Founder Institute New York: Startup Founder 101,19882,Entrepreneurship
9491072,Founder Institute New York: Startup Founder 101,21681,Startup Businesses
9491072,Founder Institute New York: Startup Founder 101,29000,Angel Investors
9491072,Founder Institute New York: Startup Founder 101,38968,Venture Capital
9491072,Founder Institute New York: Startup Founder 101,48471,Computer programming
9491072,Founder Institute New York: Startup Founder 101,108403,Technology Startups
9491072,Founder Institute New York: Startup Founder 101,128595,Internet Startups
9491072,Founder Institute New York: Startup Founder 101,1453362,Founder Institute
18556074,Google Developer Group (GDG) Bronx,3833,Software Development
18556074,Google Developer Group (GDG) Bronx,6490,Google
18556074,Google Developer Group (GDG) Bronx,7029,JavaScript
18556074,Google Developer Group (GDG) Bronx,7203,Education & Technology
18556074,Google Developer Group (GDG) Bronx,15582,Web Development
18556074,Google Developer Group (GDG) Bronx,16216,Mobile Technology
18556074,Google Developer Group (GDG) Bronx,19724,Android
18556074,Google Developer Group (GDG) Bronx,19882,Entrepreneurship
18556074,Google Developer Group (GDG) Bronx,20346,Android Development
18556074,Google Developer Group (GDG) Bronx,21441,Mobile Development
18556074,Google Developer Group (GDG) Bronx,27790,Google Technology User Group
18556074,Google Developer Group (GDG) Bronx,48471,Computer programming
18556074,Google Developer Group (GDG) Bronx,108403,Technology Startups
18556074,Google Developer Group (GDG) Bronx,454182,Wearable Technologies
18556074,Google Developer Group (GDG) Bronx,989262,Google Developer Group
20943732,"The Square Roots Urban Farming Community, NYC",10828,Hydroponics
20943732,"The Square Roots Urban Farming Community, NYC",18528,Foodie
20943732,"The Square Roots Urban Farming Community, NYC",20465,Organic Gardening
20943732,"The Square Roots Urban Farming Community, NYC",20727,Community Building
20943732,"The Square Roots Urban Farming Community, NYC",22787,Urban Gardening
20943732,"The Square Roots Urban Farming Community, NYC",32136,Farming
20943732,"The Square Roots Urban Farming Community, NYC",44747,Vertical Farming
20943732,"The Square Roots Urban Farming Community, NYC",58003,Sustainable Farming
20943732,"The Square Roots Urban Farming Community, NYC",66867,urban agriculture
20943732,"The Square Roots Urban Farming Community, NYC",79173,Urban Farming
20943732,"The Square Roots Urban Farming Community, NYC",108403,Technology Startups
19417644,Really Fun Things To Do In New York City,226,Acting
19417644,Really Fun Things To Do In New York City,235,Coffee
19417644,Really Fun Things To Do In New York City,611,Wine
19417644,Really Fun Things To Do In New York City,1307,Investing
19417644,Really Fun Things To Do In New York City,1475,Beer
19417644,Really Fun Things To Do In New York City,4422,Social Networking
19417644,Really Fun Things To Do In New York City,10232,Women's Social
19417644,Really Fun Things To Do In New York City,15231,Young Professionals
19417644,Really Fun Things To Do In New York City,16573,Artists
19417644,Really Fun Things To Do In New York City,17558,Performing Arts
19417644,Really Fun Things To Do In New York City,18528,Foodie
19417644,Really Fun Things To Do In New York City,19146,Dance Lessons
19417644,Really Fun Things To Do In New York City,19195,Pubs and Bars
19417644,Really Fun Things To Do In New York City,21681,Startup Businesses
19417644,Really Fun Things To Do In New York City,36229,Creativity
27879402,DevOps and Drinks,563,Open Source
27879402,DevOps and Drinks,15167,Cloud Computing
27879402,DevOps and Drinks,18062,Big Data
27879402,DevOps and Drinks,20398,Amazon Web Services
27879402,DevOps and Drinks,87614,DevOps
27879402,DevOps and Drinks,1237482,AWS Programming and Tools
27879402,DevOps and Drinks,1454542,Docker
27879402,DevOps and Drinks,1514884,Kubernetes CRI
18592892,Uptown NYC Board Gamers,9792,Card Games
18592892,Uptown NYC Board Gamers,10493,Geek Culture
18592892,Uptown NYC Board Gamers,15992,Games
18592892,Uptown NYC Board Gamers,16714,Tabletop Role Playing and Board Games
18592892,Uptown NYC Board Gamers,17785,Strategy Games
18592892,Uptown NYC Board Gamers,18071,Gaming
18592892,Uptown NYC Board Gamers,19585,Board Games
18592892,Uptown NYC Board Gamers,40126,Game Night
18592892,Uptown NYC Board Gamers,57787,Classic Board Games
18592892,Uptown NYC Board Gamers,106001,tabletop board games
18592892,Uptown NYC Board Gamers,169853,Strategy Board Games
1043505,Peña Madridista NYC (Real Madrid Supporter's Club),183,Spanish Language
1043505,Peña Madridista NYC (Real Madrid Supporter's Club),947,Soccer
1043505,Peña Madridista NYC (Real Madrid Supporter's Club),4313,Expat Spanish
1043505,Peña Madridista NYC (Real Madrid Supporter's Club),7277,European Football
1043505,Peña Madridista NYC (Real Madrid Supporter's Club),16630,Spain
1043505,Peña Madridista NYC (Real Madrid Supporter's Club),25390,Futbol
1043505,Peña Madridista NYC (Real Madrid Supporter's Club),74736,Latino Culture
6143802,NYC Algorithmic Trading,9696,New Technology
6143802,NYC Algorithmic Trading,10209,Web Technology
6143802,NYC Algorithmic Trading,22467,Finance
6143802,NYC Algorithmic Trading,32374,Automated Trading Strategies
6143802,NYC Algorithmic Trading,34637,Quantitative Finance
6143802,NYC Algorithmic Trading,37627,Algorithmic Trading
6143802,NYC Algorithmic Trading,54631,Quantitative Analysis
6143802,NYC Algorithmic Trading,102811,Data Science
6143802,NYC Algorithmic Trading,111155,Algorithms
6143802,NYC Algorithmic Trading,139531,Trading with Automated Trading Systems
6143802,NYC Algorithmic Trading,888662,Quants
30023702,HustleWorks,1238,Marketing
30023702,HustleWorks,1330,E-Business Owners
30023702,HustleWorks,15401,Social Media
30023702,HustleWorks,15585,Online Marketing
30023702,HustleWorks,15899,Affiliate Marketing
30023702,HustleWorks,17601,Search Engine Marketing
30023702,HustleWorks,17602,Pay Per Click
30023702,HustleWorks,17742,Social Media Marketing
30023702,HustleWorks,19882,Entrepreneurship
30023702,HustleWorks,22773,Digital Marketing
30023702,HustleWorks,23199,SEO (Search Engine Optimization)
30023702,HustleWorks,23478,Google adWords
30023702,HustleWorks,66499,Facebook Marketing
30023702,HustleWorks,1508926,Print on Demand (POD)
460794,!!NYC Singles for Casual Cocktails!!,498,Singles
460794,!!NYC Singles for Casual Cocktails!!,611,Wine
460794,!!NYC Singles for Casual Cocktails!!,1273,New In Town
460794,!!NYC Singles for Casual Cocktails!!,3336,Self-Improvement
460794,!!NYC Singles for Casual Cocktails!!,4392,Nightlife
460794,!!NYC Singles for Casual Cocktails!!,4422,Social Networking
460794,!!NYC Singles for Casual Cocktails!!,10475,Cocktails
460794,!!NYC Singles for Casual Cocktails!!,10581,Social
460794,!!NYC Singles for Casual Cocktails!!,15117,Fun Times
460794,!!NYC Singles for Casual Cocktails!!,15720,Professional Networking
460794,!!NYC Singles for Casual Cocktails!!,16550,Girls' Night Out
460794,!!NYC Singles for Casual Cocktails!!,17571,Dancing
460794,!!NYC Singles for Casual Cocktails!!,18216,Single Professionals
460794,!!NYC Singles for Casual Cocktails!!,20246,Dating and Relationships
460794,!!NYC Singles for Casual Cocktails!!,38757,Self-Empowerment
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",563,Open Source
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",1064,Python
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",3833,Software Development
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",10579,Technology
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",15582,Web Development
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",18062,Big Data
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",22467,Finance
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",29971,Machine Learning
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",30928,Data Analytics
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",34050,Financial Technology
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",48471,Computer programming
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",102811,Data Science
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",112810,Medical Technology
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",191791,Cryptocurrency
15579152,"Byte Academy: Python, FinTech, Blockchain,DataSci, Quant",1493232,Blockchain
20073830,Mandarin Chinese Language & Culture Exchange,4422,Social Networking
20073830,Mandarin Chinese Language & Culture Exchange,10454,Language & Culture
20073830,Mandarin Chinese Language & Culture Exchange,26212,Language Exchange
20073830,Mandarin Chinese Language & Culture Exchange,27166,"Laughter, Good Conversation, Friendships"
20073830,Mandarin Chinese Language & Culture Exchange,33004,Chinese Culture
20073830,Mandarin Chinese Language & Culture Exchange,37351,China
20073830,Mandarin Chinese Language & Culture Exchange,50406,Chinese Learning
20073830,Mandarin Chinese Language & Culture Exchange,50881,International Friends
20073830,Mandarin Chinese Language & Culture Exchange,51192,Mandarin Language
20073830,Mandarin Chinese Language & Culture Exchange,66881,Asian Culture
20073830,Mandarin Chinese Language & Culture Exchange,67622,Culture Exchange
20073830,Mandarin Chinese Language & Culture Exchange,71213,Let's learn Mandarin together
20073830,Mandarin Chinese Language & Culture Exchange,104361,Business Mandarin and Business Chinese
20073830,Mandarin Chinese Language & Culture Exchange,106949,Mandarin Learning
20073830,Mandarin Chinese Language & Culture Exchange,125467,Chinese language
27415094,Data Science Dojo – New York,29971,Machine Learning
27415094,Data Science Dojo – New York,30928,Data Analytics
27415094,Data Science Dojo – New York,38458,Predictive Analytics
27415094,Data Science Dojo – New York,55324,Data Mining
27415094,Data Science Dojo – New York,65734,Predictive Modeling
27415094,Data Science Dojo – New York,102811,Data Science
18698332,NYRHUG - New York Red Hat Users Group,188,Linux
18698332,NYRHUG - New York Red Hat Users Group,563,Open Source
18698332,NYRHUG - New York Red Hat Users Group,2109,System Administration
18698332,NYRHUG - New York Red Hat Users Group,6768,Red Hat
18698332,NYRHUG - New York Red Hat Users Group,133353,Linux Server
18698332,NYRHUG - New York Red Hat Users Group,985422,OpenShift
18698332,NYRHUG - New York Red Hat Users Group,1202442,Red Hat Enterprise Virtualization (RHEV)
18698332,NYRHUG - New York Red Hat Users Group,1202452,Red Hat Enterprise Linux (RHEL)
18698332,NYRHUG - New York Red Hat Users Group,1472662,Red Hat Storage Server
18698332,NYRHUG - New York Red Hat Users Group,1472692,Red Hat Identity Management
11928512,UX + Data,10110,Interaction Design
11928512,UX + Data,10538,Business Intelligence
11928512,UX + Data,18062,Big Data
11928512,UX + Data,29971,Machine Learning
11928512,UX + Data,30928,Data Analytics
11928512,UX + Data,37381,Data Visualization
11928512,UX + Data,38458,Predictive Analytics
11928512,UX + Data,49541,User Research
11928512,UX + Data,55324,Data Mining
11928512,UX + Data,61781,UX Design
11928512,UX + Data,102811,Data Science
11928512,UX + Data,110935,Data Analysis and Modeling
11928512,UX + Data,115913,Applied Statistics
11928512,UX + Data,122974,Mobile User Experience
28713577,SoccerMates,242,Fitness
28713577,SoccerMates,947,Soccer
28713577,SoccerMates,3340,Pick-Up Soccer
28713577,SoccerMates,7277,European Football
28713577,SoccerMates,10451,Sports and Recreation
28713577,SoccerMates,15046,Outdoors
28713577,SoccerMates,17555,Sports and Socials
28713577,SoccerMates,20557,Coed Soccer
28713577,SoccerMates,24517,Outdoor Soccer
28713577,SoccerMates,24518,Pick-Up Soccer (Summer)
28713577,SoccerMates,25390,Futbol
28713577,SoccerMates,40728,Co-ed Soccer
28713577,SoccerMates,60445,Men's Soccer
28713577,SoccerMates,131178,Recreational Sports
28713577,SoccerMates,148312,Play pickup Soccer
1235063,NY JavaScript,3833,Software Development
1235063,NY JavaScript,7029,JavaScript
1235063,NY JavaScript,10209,Web Technology
1235063,NY JavaScript,10579,Technology
1235063,NY JavaScript,15582,Web Development
1235063,NY JavaScript,79637,Engineers
1235063,NY JavaScript,85951,JavaScript Frameworks
